"case","beta0","se_beta0","pval_beta0","beta0_c","se_beta0_c","pval_beta0_c","beta2","se_beta2","pval_beta2","beta0Tbeta2","beta2_flip","meta.analysis.paper","meta.analysis.year","windows","grouped_es","meta.analysis.paper.1"
"MA_97",-0.00815452180703664,0.092470334112227,0.929977683151608,0.061851093550563,0.148185533167996,0.677670910526629,0.0141563388926919,0.0227533806888153,0.535855256155018,-0.000115438174208232,-0.0141563388926919,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_98",-0.240713154446614,0.127437399490707,0.0672178010402667,-0.369362462822049,0.156434782217543,0.0240919184402655,-0.0351290085923801,0.0213864257151078,0.109687232241079,0.00845601447086007,0.0351290085923801,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_99",0.0952951051688387,0.168704936931792,0.585968962306799,0.482200326942736,0.74815743678043,0.537278408166987,0.130246631980789,0.24537881015104,0.609973475166028,0.0124118664924945,0.130246631980789,"nunes.et.al.2019.proc.b",2019,"after","SMD","nunes.et.al.2019.proc.b"
"MA_100",0.657398026628187,0.188789723512535,0.000833155053265504,0.485953549783762,0.288249783968065,0.0960319897166018,-0.0279377604334319,0.0358332275097466,0.438077106270324,-0.0183662285772575,-0.0279377604334319,"bowles.et.al.2017.j.appl.ecol",2017,"after","lnRR","bowles.et.al.2017.j.appl.ecol"
"MA_101",-0.496431582647351,0.094560556794248,2.67037032466058e-07,-0.543700180264806,0.149398242830741,0.000315493178465578,-0.0116431607241998,0.0282040312323916,0.679997138192697,0.00578003269618882,0.0116431607241998,"murphy.romanuk.2012.am.nat",2012,"after","lnRR","murphy.romanuk.2012.am.nat"
"MA_102",-0.14691760522494,0.0914600276498436,0.109368323320758,0.0501614055033852,0.13552952118122,0.711589696432136,0.0323843641796178,0.0167849001092552,0.0547399763836895,-0.00475783323200014,-0.0323843641796178,"jung.threlfall.2018.proc.b",2018,"after","uncommon","jung.threlfall.2018.proc.b"
"MA_103",0.816153903436678,0.194203844385375,0.000886116635937881,1.01391780868366,0.282139214124137,0.00327116984492358,0.0270616291226064,0.0278147655740071,0.348347696007703,0.0220864542417677,0.0270616291226064,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_104",0.284705968148927,0.218174714823912,0.20749587710623,0.259977070247939,0.313547651531395,0.41788149559905,-0.00242483717269179,0.0208075601060253,0.908517859664914,-0.000690365614859928,-0.00242483717269179,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_105",0.417276898288813,0.261621063245351,0.15474947987749,0.68733463733303,0.260664126974421,0.038702698829496,0.13555092015628,0.0967928335454916,0.210921017298539,0.0565622676509113,0.13555092015628,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_106",-0.392434089313649,0.0774022076371071,0.000138305889537076,-0.304167613042554,0.141010510808866,0.0488701725971719,0.00577795203363494,0.00817884777697763,0.49149875285682,-0.00226746534441385,-0.00577795203363494,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_107",-0.339032260763294,0.54855512101028,0.563606608355933,-1.01636028718835,0.765931385169196,0.255201460798471,-0.0474369595928541,0.0391365493283314,0.292176087741222,0.016082659654349,0.0474369595928541,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_108",-0.391380293283584,0.23164553109999,0.119219560234389,-0.472859788733832,0.308631903052954,0.156496661697983,-0.0088714054643104,0.0227603581599651,0.704875889318718,0.00347209327245908,0.0088714054643104,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_109",0.494163199022882,0.215439934800265,0.0377961008411531,0.688933436591699,0.303804260114885,0.041043608422899,0.023450499386876,0.0256495331175354,0.377222865426944,0.0115883737957014,0.023450499386876,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_110",-0.73880178777366,0.157719653912949,0.000528376352868602,-0.665301941235593,0.224844672453191,0.0129998992610679,0.0084993744576881,0.0177047940828657,0.640588323466724,-0.00627935304429837,-0.0084993744576881,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_111",0.649466892555652,0.270630084203567,0.0352430052676188,0.204050676686942,0.602998098695932,0.742063994233697,-0.0339964227295837,0.0406389398806963,0.422386776404077,-0.0220795510282887,-0.0339964227295837,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_112",0.454891533002474,0.369559395692746,0.273099294622817,0.855613007523878,0.515799251665473,0.172492981064962,0.046648561097966,0.0426381399511823,0.335392919674502,0.0212200354702134,0.046648561097966,"moore.et.al.2016.ecoletts",2016,"after","SMD","moore.et.al.2016.ecoletts"
"MA_113",-0.000280287591235299,0.0726813191877421,0.996924658238967,0.0894781819699209,0.12573256126052,0.477025716052449,0.0121758157971297,0.012972525296097,0.348417943123659,-3.41273008385879e-06,-0.0121758157971297,"caruso.et.al.2020.int.j.plant.sci",2020,"after","uncommon","caruso.et.al.2020.int.j.plant.sci"
"MA_114",-0.518071061717443,0.0978553345395142,4.6165656932693e-06,-0.705182080196968,0.188706185729097,0.000596033954448463,-0.0200366294512267,0.0174089800814744,0.256766192540673,0.0103803978930362,0.0200366294512267,"buchanan.et.al.2017.oikos",2017,"after","lnRR","buchanan.et.al.2017.oikos"
"MA_115",0.309783376438974,0.111319563393547,0.00622538171413939,0.137842988526274,0.207516746651347,0.507763648881219,-0.01183740321418,0.0116991324105331,0.31359493962302,-0.00366703073591111,-0.01183740321418,"rifkin.et.al.2012.amnat",2012,"after","SMD","rifkin.et.al.2012.amnat"
"MA_116",0.449415240555942,0.128015711883553,0.0011948590277358,0.362609402248742,0.161472724146822,0.0309599327877527,-0.0442788546618731,0.0495335137825034,0.377303735618224,-0.0198995921193862,-0.0442788546618731,"tonietto.larkin.2018.j.appl.ecol",2018,"after","SMD","tonietto.larkin.2018.j.appl.ecol"
"MA_117",0.273981434206235,0.108005783009631,0.0175329579620332,0.26328191878795,0.311529978329241,0.40605666426597,-0.00278990134381185,0.0761914325727725,0.971081213992874,-0.000764381171472274,-0.00278990134381185,"tonietto.larkin.2018.j.appl.ecol",2018,"after","SMD","tonietto.larkin.2018.j.appl.ecol"
"MA_118",-0.031647471501929,0.113439431479138,0.78103741813507,-0.0996552443868757,0.160475104157428,0.536533032903227,-0.0091354827303074,0.0151273125915231,0.547777946832005,0.000289114929363745,0.0091354827303074,"bodley.et.al.2018.meth.ecol.evol",2018,"after","Zr","bodley.et.al.2018.meth.ecol.evol"
"MA_119",-0.160960887947076,0.0863202021648991,0.0642044301042665,-0.0279652370465516,0.132939978483885,0.833678106022256,0.0136947486125569,0.010189718514336,0.181026407860121,-0.00220431889783395,-0.0136947486125569,"bodley.et.al.2018.meth.ecol.evol",2018,"after","Zr","bodley.et.al.2018.meth.ecol.evol"
"MA_120",-0.281258787724093,0.147210510128539,0.0619179645129019,-0.350276906191935,0.243645637043223,0.157021343373102,-0.00534912446547522,0.0149183278892781,0.721496109068999,0.00150448826254434,0.00534912446547522,"bodley.et.al.2018.meth.ecol.evol",2018,"after","Zr","bodley.et.al.2018.meth.ecol.evol"
"MA_121",-0.322386003713469,0.0802003047002199,9.5084997523554e-05,-0.266502847236322,0.117077162985416,0.0243673052772001,0.00594273942284385,0.0090451252110408,0.512268590587432,-0.00191585601364208,-0.00594273942284385,"bodley.et.al.2018.meth.ecol.evol",2018,"after","Zr","bodley.et.al.2018.meth.ecol.evol"
"MA_122",0.475123877445317,0.152916474170634,0.00367669499964769,0.225186013606482,0.214930148596699,0.301950497356262,-0.0332116045571892,0.02054858719899,0.115020244628091,-0.0157796263333928,-0.0332116045571892,"bodley.et.al.2018.meth.ecol.evol",2018,"after","Zr","bodley.et.al.2018.meth.ecol.evol"
"MA_123",0.126662351027452,0.0995203885743629,0.204812681157703,-0.0918846854611301,0.184080265053957,0.618303959393006,-0.0838591772120451,0.0609447422564043,0.170604288689315,-0.0106218005408342,-0.0838591772120451,"royaute.et.al.2019.behav.ecol.socio",2019,"after","Zr","royaute.et.al.2019.behav.ecol.socio"
"MA_124",0.406817516786739,0.0413393918575903,4.37206440881889e-20,0.364552505767234,0.0661938882434568,7.62273147760221e-08,-0.00626311176009217,0.00741675302306437,0.399062420327683,-0.00254794357360008,-0.00626311176009217,"hossie.et.al.2017.oikos",2017,"after","SMD","hossie.et.al.2017.oikos"
"MA_125",-0.276704054938591,0.0507713466293314,1.71224162310957e-07,-0.234767972450216,0.0949415284652186,0.014379095907572,0.006767104197349,0.0112465215868417,0.548161856975313,-0.00187248517138166,-0.006767104197349,"hossie.et.al.2017.oikos",2017,"after","SMD","hossie.et.al.2017.oikos"
"MA_126",0.406817158612383,0.0413393879948288,4.37232145639374e-20,0.36455237388324,0.0661938620465259,7.62272409362975e-08,-0.00626308559511724,0.00741675137943314,0.399064283530705,-0.00254793068594982,-0.00626308559511724,"hossie.et.al.2017.oikos",2017,"after","SMD","hossie.et.al.2017.oikos"
"MA_127",0.242284173164469,0.042120141659361,4.83312633385214e-08,0.155566026528864,0.0651545537939723,0.0182187451553134,-0.0120578983468047,0.00675374995830283,0.0762503933328629,-0.00292143793106026,-0.0120578983468047,"hossie.et.al.2017.oikos",2017,"after","SMD","hossie.et.al.2017.oikos"
"MA_128",-0.0358188168618197,0.419722889228017,0.932152705630894,0.386099933689245,0.795211440412294,0.628311211719839,0.0556986859945104,0.0891642735449009,0.533539510975623,-0.00199506103308052,-0.0556986859945104,"jia.et.al.2018.pnas",2018,"after","SMD","jia.et.al.2018.pnas"
"MA_129",-0.253584820167878,0.262121893904978,0.334591684020179,-0.0124255440713985,0.407583863431631,0.975712613155972,0.0328632703450414,0.0425327590742096,0.440716259942334,-0.00833362650057565,-0.0328632703450414,"jia.et.al.2018.pnas",2018,"after","SMD","jia.et.al.2018.pnas"
"MA_130",-0.429746599349592,0.222341659456454,0.0541162451104832,-0.360370595006095,0.452054210882815,0.425920593438871,0.00698999275642388,0.0396567651193302,0.860196652978933,-0.00300392561656742,-0.00698999275642388,"jia.et.al.2018.pnas",2018,"after","SMD","jia.et.al.2018.pnas"
"MA_131",-0.374556086421926,0.0507656347484994,2.8434226156326e-13,-0.283828218558492,0.0601678092809797,2.64698373884067e-06,0.0122120628964837,0.00437368760838899,0.00531198457235313,-0.0045741024856525,-0.0122120628964837,"usui.et.al.2017.jae",2017,"after","uncommon","usui.et.al.2017.jae"
"MA_132",-0.549577635124516,0.0534422114784857,8.50510973631422e-24,-0.515385196253629,0.121459141341927,2.37884718194593e-05,0.00543936242598431,0.0164230756252564,0.740551566114639,-0.00298935193865423,-0.00543936242598431,"usui.et.al.2017.jae",2017,"after","uncommon","usui.et.al.2017.jae"
"MA_133",-0.19014197636518,0.0716649382984455,0.00812240267758846,-0.176200021335777,0.121164800156341,0.14625678651187,0.00132130656607036,0.00957474421222077,0.890273927187328,-0.000251235841855243,-0.00132130656607036,"pressler.et.al.2019.oikos",2019,"after","lnRR","pressler.et.al.2019.oikos"
"MA_134",-0.320829758542487,0.0618679984860327,3.17580580774337e-07,-0.245855686613531,0.0890306976095336,0.00597470849286716,0.0106757616494921,0.00915914412018493,0.244361113059954,-0.00342510203226373,-0.0106757616494921,"pressler.et.al.2019.oikos",2019,"after","lnRR","pressler.et.al.2019.oikos"
"MA_135",-0.355153223519618,0.149359120960765,0.0197698791534391,-0.255683226184622,0.194237046532417,0.191816875432311,0.0231630162780506,0.0287400729269035,0.422661828957033,-0.00822641982076917,-0.0231630162780506,"pressler.et.al.2019.oikos",2019,"after","lnRR","pressler.et.al.2019.oikos"
"MA_136",-0.173451154727111,0.0760235499309565,0.0268089779641247,-0.228262663124968,0.108113713922823,0.039869504616055,-0.0087916342707803,0.0122839456992496,0.47757273311536,0.00152491911620537,0.0087916342707803,"pressler.et.al.2019.oikos",2019,"after","lnRR","pressler.et.al.2019.oikos"
"MA_137",-0.44389348253126,0.134380998854568,0.0013575709744675,-0.328175688643276,0.206268695174524,0.115037682291555,0.0336926711275573,0.0453311439252472,0.459220187239718,-0.0149559571225981,-0.0336926711275573,"pressler.et.al.2019.oikos",2019,"after","lnRR","pressler.et.al.2019.oikos"
"MA_138",0.615126932034867,0.0594287489699638,3.96566193499113e-21,0.822181174310097,0.10055099538643,1.49345360571198e-14,0.0109984938450972,0.00433058580542321,0.0117029625123274,0.00676546977594309,0.0109984938450972,"green.2019.amnat",2019,"after","Zr","green.2019.amnat"
"MA_139",0.109906233489949,0.11061013898287,0.321958715788314,-0.100151852655688,0.177272816348848,0.572929158778899,-0.0326198565810963,0.0199119326154582,0.103433529793365,-0.00358512557381063,-0.0326198565810963,"abgrall.et.al.2019.oikos",2019,"after","lnRR","abgrall.et.al.2019.oikos"
"MA_140",-0.114732208851864,0.0268248303202493,2.96344445615396e-05,-0.150053595382331,0.0407972814895755,0.000304321181665776,-0.00534657515155408,0.00465284794348179,0.251930588202987,0.000613424376930286,0.00534657515155408,"fenoglio.et.al.2020.global.ecol.biogeog",2020,"after","SMD","fenoglio.et.al.2020.global.ecol.biogeog"
"MA_141",-0.131880401719864,0.0358211326670255,0.000327685749067625,-0.158859738034234,0.0487438140500029,0.00139886036054473,-0.00340610905269642,0.00416208245544005,0.414519108235382,0.000449199030171119,0.00340610905269642,"fenoglio.et.al.2020.global.ecol.biogeog",2020,"after","SMD","fenoglio.et.al.2020.global.ecol.biogeog"
"MA_142",0.175977143261854,0.0796960653485931,0.028014097105281,0.277230876820396,0.11912685483446,0.020641176959268,0.0107094042190851,0.00932162777567053,0.251550128378072,0.00188461036050954,0.0107094042190851,"carbone.et.al.2019.global.ecol.biogeog",2019,"after","SMD","carbone.et.al.2019.global.ecol.biogeog"
"MA_143",0.176243408246733,0.127829471788875,0.17111442063553,0.253965460797558,0.18584493796193,0.17492729442504,0.0121495582261732,0.0207265896848693,0.559114646895503,0.00214127955047332,0.0121495582261732,"carbone.et.al.2019.global.ecol.biogeog",2019,"after","SMD","carbone.et.al.2019.global.ecol.biogeog"
"MA_144",-0.414597957066667,0.172605738820343,0.0175808022051518,-0.517044911233591,0.244446068275794,0.0361493455534347,-0.0178446662385667,0.02923324461912,0.542550067417413,0.00739836216709211,0.0178446662385667,"liu.et.al.2020.oikos",2020,"after","Zr","liu.et.al.2020.oikos"
"MA_145",0.0518866871996403,0.312154709839749,0.869028801503872,-0.230108486083013,0.425034020368184,0.592109807814268,-0.0483929299811169,0.0488995703579318,0.330012541795049,-0.00251094882060432,-0.0483929299811169,"nicholson.egan.2020.gcb",2020,"after","SMD","nicholson.egan.2020.gcb"
"MA_146",0.551421189380984,0.0830834843504948,2.83170759391226e-10,0.489216734521069,0.150637488981036,0.00136157119934403,-0.0141258156653811,0.0283241743377728,0.618517028658476,-0.00778927407318525,-0.0141258156653811,"sauer.et.al.2020.ecology",2020,"after","uncommon","sauer.et.al.2020.ecology"
"MA_147",0.376578355646435,0.0864526402608139,1.63684393526351e-05,0.396645863457924,0.128048458371023,0.00207095483686634,0.00276586627035216,0.0134159113534179,0.836755299627108,0.00104156537202535,0.00276586627035216,"cally.et.al.2019.nat.comms",2019,"after","SMD","cally.et.al.2019.nat.comms"
"MA_148",-0.194181292714052,0.0371051518514697,1.79712762410298e-07,-0.244249001303366,0.0536738136124941,5.59257719701962e-06,-0.00912281423000624,0.00706903444526617,0.196979885088973,0.00177147984717968,0.00912281423000624,"wu.seebacher.2020.gcb",2020,"after","lnRR","wu.seebacher.2020.gcb"
"MA_149",-0.137004604604459,0.135039954443002,0.315205467049302,-0.0745807640895978,0.315225059352632,0.81395706901873,0.00369773564682826,0.0170164514588702,0.828874094121115,-0.000506606810225839,-0.00369773564682826,"basile.et.al.2019.gec",2019,"after","SMD","basile.et.al.2019.gec"
"MA_150",-0.303717642656088,0.174777924392215,0.0870675024975345,-0.413675977180393,0.371685396991041,0.269948533465193,-0.0073331200305607,0.0217212450329477,0.736785984156673,0.00222719792899593,0.0073331200305607,"basile.et.al.2019.gec",2019,"after","uncommon","basile.et.al.2019.gec"
"MA_151",-0.395880802850437,0.065696454702337,3.16452109543985e-09,-0.515201184111354,0.0935906354033928,5.78830030404211e-08,-0.0203446908447604,0.0115792722143559,0.0795020275712742,0.00805407254536854,0.0203446908447604,"gange.et.al.2019.new.phyto",2019,"after","SMD","gange.et.al.2019.new.phyto"
"MA_152",0.177661198911002,0.0668960718524539,0.0085081097128484,0.00279302570239293,0.10218819565728,0.978220384659078,-0.0192296826468111,0.00923698899217392,0.0385542846683222,-0.00341636847370819,-0.0192296826468111,"montesinos.et.al.2019.new.phyto",2019,"after","SMD","montesinos.et.al.2019.new.phyto"
"MA_153",-0.396989750156475,0.0921398965644972,1.7791247453775e-05,0.118020866749341,0.21844973010098,0.589115337257433,0.0579457095968373,0.0223738649764961,0.00971847783570445,-0.023003852775478,-0.0579457095968373,"haest.et.al.2018.gcb",2018,"after","Zr","haest.et.al.2018.gcb"
"MA_154",0.492665971602887,0.0369752429475411,2.18709873249022e-39,0.520736551581882,0.0675301690380919,1.68681571999032e-14,0.00296514387642209,0.00596573802627317,0.619205351962316,0.00146082548860923,0.00296514387642209,"hoeksema.et.al.2018.comms.bio",2018,"after","lnRR","hoeksema.et.al.2018.comms.bio"
"MA_155",0.517144524969383,0.0996401398029705,2.53390388740594e-07,0.351051674106157,0.173595164675394,0.0434113150623332,-0.0155009427583897,0.0132750324762837,0.243209642350877,-0.00801622767936456,-0.0155009427583897,"hoeksema.et.al.2018.comms.bio",2018,"after","lnRR","hoeksema.et.al.2018.comms.bio"
"MA_156",0.124564049983918,0.0467771626997356,0.00796081635393069,-0.0208806179481051,0.0876879401621875,0.811868744721629,-0.0184241231063417,0.0094557380618637,0.051841047164328,-0.00229498339152822,-0.0184241231063417,"kelly.et.al.2018.ecol.letts",2018,"after","SMD","kelly.et.al.2018.ecol.letts"
"MA_157",-0.469361842038581,0.052386488561668,1.44542483974109e-17,-0.419331067893945,0.0841523694078323,9.5077052748866e-07,0.0102966688240445,0.0135425830263051,0.447533571729507,-0.00483286344613788,-0.0102966688240445,"kinlock.et.al.2018.global.ecol.biogeog",2018,"after","Zr","kinlock.et.al.2018.global.ecol.biogeog"
"MA_158",-0.192423599285511,0.0439489550077247,1.36292337261615e-05,-0.311353932410987,0.0804175005692083,0.000117353574248073,-0.0103786676054035,0.00588346449551875,0.0781263960853242,0.00199710057624823,0.0103786676054035,"moreira.et.al.2018.j.ecol",2018,"after","SMD","moreira.et.al.2018.j.ecol"
"MA_159",0.0365060039517941,0.100222412119592,0.715980528861197,0.260228708493986,0.14310234618037,0.0701970653023095,0.0331899939009796,0.0149536225357897,0.02735587990473,0.0012116341358427,0.0331899939009796,"sabater.et.al.2018.sci.reports",2018,"after","lnRR","sabater.et.al.2018.sci.reports"
"MA_160",-0.538085402142332,0.170425553749192,0.0032155644693013,-0.197327663258221,0.26745040608502,0.465548004528786,0.0340733171073261,0.0211314882873031,0.115847686802943,-0.0183343545380183,-0.0340733171073261,"sanchez.et.al.2018.ecol.letts",2018,"after","Zr","sanchez.et.al.2018.ecol.letts"
"MA_161",-0.334776423454388,0.0709819706906888,3.09621048553828e-06,-0.246587466256295,0.112168056661921,0.0283673704573119,0.0107344246115902,0.010569958723097,0.310316873250205,-0.00359363227931638,-0.0107344246115902,"sanchez.et.al.2018.ecol.letts",2018,"after","Zr","sanchez.et.al.2018.ecol.letts"
"MA_162",0.340510103908482,0.0439809411488305,1.6681456186885e-14,0.207114855080772,0.0618376609832472,0.000827842859385549,-0.0140540178960114,0.00452355357145197,0.0019222857304012,-0.00478553509410472,-0.0140540178960114,"cauvyfraunie.dangles.2019.nat.ecol.evol",2019,"after","Zr","cauvyfraunie.dangles.2019.nat.ecol.evol"
"MA_163",0.576496287768207,0.0589059599636693,1.64462691191485e-20,0.662841472533707,0.0845096645220698,3.67881948415385e-14,0.0082759419656682,0.00575765919982443,0.151356507855516,0.00477104982078638,0.0082759419656682,"cauvyfraunie.dangles.2019.nat.ecol.evol",2019,"after","Zr","cauvyfraunie.dangles.2019.nat.ecol.evol"
"MA_164",-0.329988554476844,0.0327148149478369,1.07225283979936e-22,-0.24326236891688,0.0608293635910074,6.90249794460508e-05,0.00884525620044655,0.00523266946361891,0.0913139173724169,-0.00291883330756277,-0.00884525620044655,"eyck.et.al.2019.biol.rev",2019,"after","SMD","eyck.et.al.2019.biol.rev"
"MA_165",-0.203265960570329,0.0794116212028182,0.0107621699635238,-0.0847833996634618,0.128768185382857,0.510563833210808,0.0194542165230447,0.0166363795543372,0.242793348774897,-0.00395438000874243,-0.0194542165230447,"murray.et.al.2019.reviews",2019,"after","Zr","murray.et.al.2019.reviews"
"MA_166",-0.260809848155862,0.0595303944962294,1.60239568918583e-05,-0.104339858563047,0.0809619621490914,0.198418287216326,0.020580798480628,0.00765861045907351,0.00758147739771503,-0.00536767492662607,-0.020580798480628,"peters.et.al.2019.ecol.letts",2019,"after","Zr","peters.et.al.2019.ecol.letts"
"MA_167",0.357881487075315,0.0418069454282861,2.75606666905993e-14,0.271493557890202,0.0650146497785325,5.42562978018779e-05,-0.0094876428845033,0.00525884694573028,0.07354421873804,-0.00339545174435371,-0.0094876428845033,"zvereva.kozlov.2019.ecol.mono",2019,"after","SMD","zvereva.kozlov.2019.ecol.mono"
"MA_168",0.0520893107532639,0.0269698650412997,0.053594675766142,0.130599714522844,0.0373078852570368,0.000475754492642236,0.00724160304520964,0.00245027679460382,0.00316377714635749,0.000377210111373782,0.00724160304520964,"gorne.diaz.2019.am.naturalist",2019,"after","SMD","gorne.diaz.2019.am.naturalist"
"MA_169",0.169087714326704,0.159499176186804,0.290042509276946,0.15759374186714,0.261639160688755,0.547462180657635,-0.00159682603193416,0.0256720011314228,0.95044907100942,-0.000270003663980952,-0.00159682603193416,"fernandez-rodriguez.et.al.2019.mer",2019,"after","Zr","fernandez-rodriguez.et.al.2019.mer"
"MA_170",-0.423936001395538,0.32477462054115,0.198567454900488,-0.4682738053853,0.389713339424741,0.236100559718104,-0.395968984205017,0.812988202344855,0.628693913414209,0.167865507843145,0.395968984205017,"bucci.et.al.2020.ecol.apps",2020,"after","SMD","bucci.et.al.2020.ecol.apps"
"MA_171",0.557644309140285,0.138399854253763,0.000147227701216553,0.188837186305463,0.278890050551723,0.50074362675125,-0.0454225897047359,0.0300789203812923,0.135860637760939,-0.0253296486691356,-0.0454225897047359,"xiao.et.al.2018.func.ecol",2018,"after","lnRR","xiao.et.al.2018.func.ecol"
"MA_172",0.449863914184472,0.206514227156269,0.0336827226106648,-0.126923567953465,0.27537714480871,0.646715510668976,-0.0949558482847123,0.0362645539390607,0.0114400630178073,-0.0427172095845334,-0.0949558482847123,"xiao.et.al.2018.func.ecol",2018,"after","lnRR","xiao.et.al.2018.func.ecol"
"MA_173",0.153236454347247,0.225021842911631,0.509962327732641,0.269116834875715,0.367409725920336,0.480696951223461,0.0207541236435082,0.056649848197944,0.721730278133783,0.00318028832018803,0.0207541236435082,"xiao.et.al.2018.func.ecol",2018,"after","lnRR","xiao.et.al.2018.func.ecol"
"MA_174",-0.264619737219857,0.173948329977441,0.133448879750086,-0.119179864901031,0.333132840197948,0.721803533604028,0.0188973786789907,0.0366726829957895,0.608269878650467,-0.00500061938017672,-0.0188973786789907,"xiao.et.al.2018.func.ecol",2018,"after","lnRR","xiao.et.al.2018.func.ecol"
"MA_175",-0.480392790394114,0.170480268473455,0.00721509570564279,-0.14283972331964,0.223893359961434,0.526869111144065,0.0363362893390203,0.0176621946356249,0.045755116786526,-0.0174556914281398,-0.0363362893390203,"prugh.sivy.2020.ecol.letts",2020,"after","Zr","prugh.sivy.2020.ecol.letts"
"MA_176",0.668726900625524,0.110612094356947,1.64453838847503e-08,0.787661492495603,0.156531016323734,1.69273575622744e-06,0.0201584888602545,0.0202982999398213,0.322620925777148,0.0134805237768618,0.0201584888602545,"samia.et.al.2019.fish.fish",2019,"after","Zr","samia.et.al.2019.fish.fish"
"MA_177",-0.0165339723733725,0.182096351874019,0.92795065299712,0.643193162014742,0.543923399214116,0.241669561034956,0.148486412233533,0.115457858925268,0.203361017615576,-0.00245507023768569,-0.148486412233533,"samia.et.al.2019.fish.fish",2019,"after","Zr","samia.et.al.2019.fish.fish"
"MA_178",0.210884752647876,0.0484736434931296,1.92073299383378e-05,0.0675989870598398,0.0689064199033252,0.327451708419371,-0.0080235430004268,0.00322375283130895,0.0134128508322667,-0.00169204288098964,-0.0080235430004268,"viana.junior.et.al.2018.arthro.plant.inte",2018,"after","SMD","viana.junior.et.al.2018.arthro.plant.inte"
"MA_179",-0.110024991575754,0.129087383302338,0.397311722817909,-0.271259591356957,0.252816476501945,0.287519647129293,-0.0428446543246824,0.0569138008337267,0.454466154485497,0.0047139827311361,0.0428446543246824,"clements.comeau.2019.j.shell.res",2019,"after","lnRR","clements.comeau.2019.j.shell.res"
"MA_180",0.362645356584905,0.158169478655012,0.0252667145717,0.203750560693321,0.287713318654217,0.481535729681359,-0.0143513951791153,0.0214179896169766,0.505346633298035,-0.00520446682222659,-0.0143513951791153,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_181",0.444867639925235,0.162488135975585,0.0229282111327615,-0.0610153790579151,0.491203672173837,0.904208600945174,-0.078663183288945,0.0689848200387929,0.287148543647606,-0.0349947046987715,-0.078663183288945,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_182",0.272805140156648,0.202771249993025,0.192850004948941,0.143836858536684,0.396444690513613,0.72054773758475,-0.0106423508453113,0.0296381235366241,0.723300958906729,-0.0029032880139557,-0.0106423508453113,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_183",-0.273380132959492,0.183027492762589,0.149470206924856,-0.164500976262509,0.312583486716306,0.604220077758243,0.0120035332645141,0.0277700393412937,0.669967539100923,-0.00328152751984391,-0.0120035332645141,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_184",-0.38405475536924,0.211112685553125,0.0939071121863687,-0.637960067521986,0.530710508168728,0.254569209518583,-0.0225878561902953,0.0425044369236584,0.60569025082885,0.00867497358348422,0.0225878561902953,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_186",-0.561202450769561,0.341904072268259,0.176057946612681,-1.19545823699775,0.541947720476487,0.114543776510118,-0.080203193735791,0.0552495916429865,0.242515047551972,0.0450102288840765,0.080203193735791,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_187",-0.197774382988464,0.367425671593611,0.613478340037668,-0.56934377879412,0.582804783840047,0.383931919400304,-0.0926646919682234,0.108609583620926,0.441631745534624,0.0183267022788328,0.0926646919682234,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_188",0.100196236839478,0.252294970835367,0.700518254632546,0.204547814693382,0.3851699270639,0.609801124410677,0.0155481971245723,0.0433643548098692,0.729210999807351,0.00155787084152034,0.0155481971245723,"eales.et.al.2018.environ.evid",2018,"after","SMD","eales.et.al.2018.environ.evid"
"MA_189",0.38265766950456,0.084212565980276,9.94455036075671e-06,0.25989168060374,0.178592816181832,0.147312544366683,-0.0145280050594873,0.0177322521060188,0.413676140718119,-0.0055592525586058,-0.0145280050594873,"white.2020.bio.letts",2020,"after","Zr","white.2020.bio.letts"
